CaptureSite,ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
CaptureSite_23,Creek,Species_5,42.2,40.5,,37
CaptureSite_23,Creek,Species_6,32.3,30.9,,37
CaptureSite_23,Creek,Species_5,43.8,43.2,,40
CaptureSite_23,Creek,Species_5,40.4,38.7,,40
CaptureSite_23,Creek,Species_5,50.8,47.2,,40
CaptureSite_23,Creek,Species_5,40.6,38.5,,40
CaptureSite_23,Creek,Species_5,41.3,39.2,,40
CaptureSite_23,Creek,Species_5,42.8,40.2,,40
CaptureSite_23,Creek,Species_5,59.4,56.5,,40
CaptureSite_23,Creek,Species_5,45.5,42.1,,40
CaptureSite_23,Creek,Species_5,48.1,43.2,,40
CaptureSite_23,Creek,Species_5,38.7,36.7,,41
CaptureSite_23,Creek,Species_6,35.8,34.2,,42
CaptureSite_23,Creek,Species_5,53.0,49.0,,42
CaptureSite_23,Creek,Species_6,31.7,30.4,,42
CaptureSite_23,Creek,Species_5,34.1,31.4,,43
CaptureSite_23,Creek,Species_6,32.0,30.2,,43
CaptureSite_23,Creek,Species_5,45.2,42.8,,43
CaptureSite_23,Creek,Species_5,44.7,44.0,,43
CaptureSite_23,Creek,Species_5,71.8,65.2,,43
CaptureSite_23,Creek,Species_5,55.3,48.8,,44
CaptureSite_23,Creek,Species_6,36.0,34.4,,44
CaptureSite_23,Creek,Species_5,48.4,44.3,,44
CaptureSite_23,Creek,Species_5,50.5,45.8,,45
CaptureSite_23,Creek,Species_5,52.7,47.7,,45
CaptureSite_23,Creek,Species_5,43.8,42.0,,45
CaptureSite_23,Creek,Species_5,62.3,56.8,,45
CaptureSite_23,Creek,Species_5,39.0,35.0,,45
CaptureSite_23,Creek,Species_5,75.0,67.7,,45
CaptureSite_23,Creek,Species_5,56.4,53.5,,45
CaptureSite_23,Creek,Species_5,36.2,36.1,,46
CaptureSite_23,Creek,Species_6,37.3,34.0,,46
CaptureSite_23,Creek,Species_5,42.3,40.6,,46
CaptureSite_23,Creek,Species_5,43.1,41.4,,47
CaptureSite_23,Creek,Species_5,42.1,42.0,,47
CaptureSite_23,Creek,Species_5,42.7,40.2,,47
CaptureSite_23,Creek,Species_5,39.6,40.2,,48
CaptureSite_23,Creek,Species_5,47.0,45.3,,50
CaptureSite_23,Creek,Species_5,44.2,41.0,,50
CaptureSite_23,Creek,Species_5,44.3,42.6,,50
CaptureSite_23,Creek,Species_5,48.4,44.5,,50
CaptureSite_23,Creek,Species_5,71.0,63.4,,50
CaptureSite_23,Creek,Species_5,67.7,61.9,,50
CaptureSite_23,Creek,Species_5,41.8,46.5,,50
CaptureSite_23,Creek,Species_5,40.3,38.3,,51
CaptureSite_23,Creek,Species_5,49.0,45.5,,51
CaptureSite_23,Creek,Species_5,55.0,50.7,,0
CaptureSite_23,Creek,Species_5,41.2,39.3,,0
CaptureSite_23,Creek,Species_5,43.2,38.5,,0
CaptureSite_23,Creek,Species_5,49.7,39.4,,0
CaptureSite_23,Creek,Species_5,41.7,42.0,,0
CaptureSite_23,Creek,Species_5,70.0,63.0,,1
CaptureSite_23,Creek,Species_5,41.1,41.3,,2
CaptureSite_23,Creek,Species_5,56.0,50.3,,2
CaptureSite_23,Creek,Species_5,64.2,58.4,,2
CaptureSite_23,Creek,Species_5,44.9,41.1,,2
CaptureSite_23,Creek,Species_5,45.8,42.1,,2
CaptureSite_23,Creek,Species_6,44.4,41.5,,3
CaptureSite_23,Creek,Species_5,43.6,41.1,,3
CaptureSite_23,Creek,Species_5,69.5,60.6,,3
CaptureSite_23,Creek,Species_5,38.8,39.6,,3
CaptureSite_23,Creek,Species_5,41.1,38.3,,3
CaptureSite_23,Creek,Species_5,45.0,42.8,,3
CaptureSite_23,Creek,Species_5,45.8,42.7,,3
CaptureSite_23,Creek,Species_5,44.5,42.0,,4
CaptureSite_23,Creek,Species_5,46.9,43.8,,4
CaptureSite_23,Creek,Species_5,53.7,48.2,,4
CaptureSite_23,Creek,Species_5,43.6,42.5,,4
CaptureSite_23,Creek,Species_5,51.9,48.6,,4
CaptureSite_23,Creek,Species_5,45.6,42.5,,4
CaptureSite_23,Creek,Species_5,36.2,34.9,,4
CaptureSite_23,Creek,Species_5,41.7,38.4,,4
CaptureSite_23,Creek,Species_5,69.0,61.3,,5
CaptureSite_23,Creek,Species_5,49.7,45.3,,5
CaptureSite_23,Creek,Species_5,41.4,39.1,,6
CaptureSite_23,Creek,Species_5,73.8,65.8,,6
CaptureSite_23,Creek,Species_5,73.1,68.3,,7
CaptureSite_23,Creek,Species_5,51.8,48.0,,7
CaptureSite_23,Creek,Species_5,42.5,40.6,,7
CaptureSite_23,Creek,Species_5,48.5,46.0,,7
CaptureSite_23,Creek,Species_5,42.5,39.6,,7
CaptureSite_23,Creek,Species_5,49.9,45.5,,8
CaptureSite_23,Creek,Species_5,51.5,47.8,,9
CaptureSite_23,Creek,Species_5,50.4,49.0,,9
CaptureSite_23,Creek,Species_5,45.3,42.0,,9
CaptureSite_23,Creek,Species_5,41.4,42.3,,10
CaptureSite_23,Creek,Species_5,44.5,39.6,,10
CaptureSite_23,Creek,Species_5,43.0,39.4,,12
CaptureSite_23,Creek,Species_5,46.7,43.3,,13
CaptureSite_23,Creek,Species_5,46.3,43.1,,13
CaptureSite_23,Creek,Species_5,45.0,41.8,,15
CaptureSite_23,Creek,Species_5,39.9,39.9,,15
CaptureSite_23,Creek,Species_5,41.0,38.4,,17
CaptureSite_23,Creek,Species_5,45.3,45.5,,18
CaptureSite_23,Creek,Species_7,4.5,4.2,,18
CaptureSite_23,Creek,Species_5,45.7,42.1,,20
CaptureSite_23,Creek,Species_5,43.5,40.5,,20
CaptureSite_23,Creek,Species_5,56.1,48.4,,21
CaptureSite_23,Creek,Species_5,68.1,61.7,,21
CaptureSite_23,Creek,Species_5,48.4,44.9,,22
CaptureSite_23,Creek,Species_5,73.1,64.6,,22
CaptureSite_23,Creek,Species_5,51.3,46.3,,23
CaptureSite_23,Creek,Species_5,47.6,43.4,,23
CaptureSite_23,Creek,Species_5,43.7,41.0,,24
CaptureSite_23,Creek,Species_5,41.8,38.9,,25
CaptureSite_23,Creek,Species_5,45.3,43.5,,26
CaptureSite_23,Creek,Species_5,51.0,45.6,,26
CaptureSite_23,Creek,Species_5,34.4,32.4,,27
CaptureSite_23,Creek,Species_4,72.3,68.2,,27
CaptureSite_23,Creek,Species_5,56.0,54.5,,28
CaptureSite_23,Creek,Species_5,71.6,64.5,,28
CaptureSite_23,Creek,Species_5,48.0,43.0,,28
CaptureSite_23,Creek,Species_5,45.1,43.0,,29
CaptureSite_23,Creek,Species_5,51.9,47.5,,30
CaptureSite_23,Creek,Species_5,59.1,53.5,,30
CaptureSite_23,Creek,Species_5,47.4,44.5,,30
CaptureSite_23,Creek,Species_5,45.2,41.0,,31
CaptureSite_23,Creek,Species_5,71.8,64.6,,31
CaptureSite_23,Creek,Species_6,31.0,29.1,,32
CaptureSite_23,Creek,Species_5,52.0,46.4,,34
CaptureSite_23,Creek,Species_5,46.1,43.0,,34
CaptureSite_23,Creek,Species_5,59.3,54.4,,37
CaptureSite_23,Creek,Species_5,49.9,44.5,,37
CaptureSite_23,Creek,Species_5,46.9,45.4,,38
CaptureSite_23,Creek,Species_5,45.1,43.6,,38
CaptureSite_23,Creek,Species_5,36.9,33.2,,38
CaptureSite_23,Creek,Species_6,33.4,28.3,,38
CaptureSite_23,Creek,Species_5,41.4,37.8,,38
CaptureSite_23,Creek,Species_5,44.8,44.1,,38
CaptureSite_23,Creek,Species_5,71.9,66.5,,38
CaptureSite_23,Creek,Species_5,43.8,40.1,,38
CaptureSite_23,Creek,Species_5,49.6,43.1,,39
CaptureSite_23,Creek,Species_5,46.0,41.5,,39
CaptureSite_23,Creek,Species_5,58.5,55.0,,39
CaptureSite_23,Creek,Species_5,44.3,41.0,,40
CaptureSite_23,Creek,Species_5,52.5,47.8,,40
CaptureSite_23,Creek,Species_5,43.2,41.9,,40
CaptureSite_23,Creek,Species_5,48.7,44.6,,40
CaptureSite_23,Creek,Species_5,42.8,42.2,,41
CaptureSite_23,Creek,Species_5,43.1,42.0,,41
CaptureSite_23,Creek,Species_5,46.7,41.9,,41
CaptureSite_23,Creek,Species_5,56.8,52.1,,42
CaptureSite_23,Creek,Species_5,48.9,45.1,,43
CaptureSite_23,Creek,Species_5,35.7,34.1,,43
CaptureSite_23,Creek,Species_5,70.6,66.6,,43
CaptureSite_23,Creek,Species_5,59.5,52.2,,44
CaptureSite_23,Creek,Species_6,35.3,32.0,,45
CaptureSite_23,Creek,Species_5,47.7,42.2,,46
CaptureSite_23,Creek,Species_5,44.1,44.0,,46
CaptureSite_23,Creek,Species_5,43.5,41.0,,46
CaptureSite_23,Creek,Species_5,60.3,55.5,,46
CaptureSite_23,Creek,Species_5,42.5,39.9,,46
CaptureSite_23,Creek,Species_5,61.7,57.2,,46
CaptureSite_23,Creek,Species_5,47.7,44.0,,46
CaptureSite_23,Creek,Species_5,45.3,40.5,,47
CaptureSite_23,Creek,Species_5,52.3,47.7,,47
CaptureSite_23,Creek,Species_5,67.6,61.2,,47
CaptureSite_23,Creek,Species_5,40.8,39.5,,47
CaptureSite_23,Creek,Species_5,61.0,54.7,,47
CaptureSite_23,Creek,Species_5,50.7,45.7,,48
CaptureSite_23,Creek,Species_5,44.8,41.2,,48
CaptureSite_23,Creek,Species_5,70.4,63.5,,48
CaptureSite_23,Creek,Species_5,47.9,44.2,,48
CaptureSite_23,Creek,Species_5,54.5,47.7,,48
CaptureSite_23,Creek,Species_5,44.8,41.6,,48
CaptureSite_23,Creek,Species_5,51.1,44.7,,48
CaptureSite_23,Creek,Species_5,64.7,62.0,,49
CaptureSite_23,Creek,Species_5,44.3,41.8,,50
CaptureSite_23,Creek,Species_5,60.5,55.3,,50
CaptureSite_23,Creek,Species_5,55.8,50.3,,52
CaptureSite_23,Creek,Species_5,73.9,66.8,,52
CaptureSite_23,Creek,Species_5,40.6,40.0,,0
CaptureSite_23,Creek,Species_5,63.0,60.5,,2
CaptureSite_23,Creek,Species_5,39.5,38.0,,2
CaptureSite_23,Creek,Species_5,55.2,51.1,,2
CaptureSite_23,Creek,Species_5,39.5,39.4,,2
CaptureSite_23,Creek,Species_5,68.2,59.8,,3
CaptureSite_23,Creek,Species_5,46.7,46.4,,3
CaptureSite_23,Creek,Species_5,60.8,51.9,,4
CaptureSite_23,Creek,Species_5,43.3,38.0,,6
CaptureSite_23,Creek,Species_5,46.5,46.6,,6
CaptureSite_23,Creek,Species_5,51.6,47.9,,8
CaptureSite_23,Creek,Species_5,57.4,52.5,,8
CaptureSite_23,Creek,Species_5,43.1,44.2,,8
CaptureSite_23,Creek,Species_5,47.3,45.9,,8
CaptureSite_23,Creek,Species_5,45.2,40.8,,8
CaptureSite_23,Creek,Species_5,33.7,33.9,,9
CaptureSite_23,Creek,Species_5,74.9,65.4,,9
CaptureSite_23,Creek,Species_5,45.0,41.8,,9
CaptureSite_23,Creek,Species_5,44.1,44.3,,10
CaptureSite_23,Creek,Species_5,43.9,41.0,,10
CaptureSite_23,Creek,Species_5,63.7,60.8,,10
CaptureSite_23,Creek,Species_5,42.3,37.5,,10
CaptureSite_23,Creek,Species_5,61.2,51.6,,10
CaptureSite_23,Creek,Species_5,44.3,,,10
CaptureSite_23,Creek,Species_5,33.7,33.9,,10
CaptureSite_23,Creek,Species_5,49.9,46.0,,11
CaptureSite_23,Creek,Species_5,46.9,43.3,,11
CaptureSite_23,Creek,Species_5,56.3,53.3,,11
CaptureSite_23,Creek,Species_5,46.3,43.7,,11
CaptureSite_23,Creek,Species_5,40.8,38.9,,11
CaptureSite_23,Creek,Species_5,44.7,44.4,,11
CaptureSite_23,Creek,Species_5,61.0,54.9,,11
CaptureSite_23,Creek,Species_5,68.3,59.3,,11
CaptureSite_23,Creek,Species_5,44.6,41.2,,11
CaptureSite_23,Creek,Species_5,50.3,46.0,,11
CaptureSite_23,Creek,Species_5,44.4,44.3,,11
CaptureSite_23,Creek,Species_5,60.5,51.8,,11
CaptureSite_23,Creek,Species_5,53.2,50.0,,11
CaptureSite_23,Creek,Species_5,55.0,50.2,,11
CaptureSite_23,Creek,Species_5,48.7,45.4,,12
CaptureSite_23,Creek,Species_5,45.5,43.5,,12
CaptureSite_23,Creek,Species_5,51.0,47.2,,12
CaptureSite_23,Creek,Species_5,51.1,48.8,,12
CaptureSite_23,Creek,Species_5,42.7,40.7,,12
CaptureSite_23,Creek,Species_5,50.1,46.0,,13
CaptureSite_23,Creek,Species_5,41.5,41.9,,13
CaptureSite_23,Creek,Species_6,41.0,37.3,,14
CaptureSite_23,Creek,Species_5,48.4,45.4,,14
CaptureSite_23,Creek,Species_5,47.2,44.1,,15
CaptureSite_23,Creek,Species_5,44.3,41.6,,17
CaptureSite_23,Creek,Species_5,57.6,51.2,,18
CaptureSite_23,Creek,Species_5,54.5,50.7,19.0,19
CaptureSite_23,Creek,Species_5,63.8,58.0,,20
CaptureSite_23,Creek,Species_5,43.3,43.1,9.5,22
CaptureSite_23,Creek,Species_5,41.2,39.7,7.5,22
CaptureSite_23,Creek,Species_5,40.3,39.6,7.5,23
CaptureSite_23,Creek,Species_5,40.8,38.8,8.0,23
CaptureSite_23,Creek,Species_5,41.1,39.7,7.5,23
CaptureSite_23,Creek,Species_5,54.6,49.6,20.5,24
CaptureSite_23,Creek,Species_5,58.8,53.0,22.5,24
CaptureSite_23,Creek,Species_5,42.8,41.1,9.0,24
CaptureSite_23,Creek,Species_5,55.6,51.5,20.5,24
CaptureSite_23,Creek,Species_5,63.9,59.4,31.0,28
CaptureSite_23,Creek,Species_5,45.9,42.6,12.5,29
CaptureSite_23,Creek,Species_5,48.1,47.1,15.0,29
CaptureSite_23,Creek,Species_5,38.5,38.1,6.75,29
CaptureSite_23,Creek,Species_5,41.1,39.6,8.75,29
CaptureSite_23,Creek,Species_5,57.2,51.8,22.5,30
CaptureSite_23,Creek,Species_5,56.4,53.1,20.75,30
CaptureSite_23,Creek,Species_5,61.7,54.9,27.0,30
CaptureSite_23,Creek,Species_5,43.4,41.2,9.5,31
CaptureSite_23,Creek,Species_5,49.4,46.2,15.5,31
CaptureSite_23,Creek,Species_5,51.7,46.3,18.0,31
CaptureSite_23,Creek,Species_5,59.7,54.1,24.5,31
CaptureSite_23,Creek,Species_5,61.7,54.8,27.0,31
CaptureSite_23,Creek,Species_5,50.0,45.3,15.5,32
CaptureSite_23,Creek,Species_5,51.3,46.4,17.5,32
CaptureSite_23,Creek,Species_5,70.0,63.6,43.5,32
CaptureSite_23,Creek,Species_5,50.2,45.8,15.5,32
CaptureSite_23,Creek,Species_5,40.5,39.3,8.0,33
CaptureSite_23,Creek,Species_5,40.1,37.7,7.0,33
CaptureSite_23,Creek,Species_5,38.6,38.2,7.5,33
CaptureSite_23,Creek,Species_5,49.2,47.5,13.5,34
CaptureSite_23,Creek,Species_5,70.0,61.6,38.5,35
CaptureSite_23,Creek,Species_5,48.4,43.7,13.5,35
CaptureSite_23,Creek,Species_5,63.0,56.0,27.5,36
CaptureSite_23,Creek,Species_5,39.7,39.7,,36
CaptureSite_23,Creek,Species_5,54.5,48.3,20.5,37
CaptureSite_23,Creek,Species_5,50.4,49.9,16.5,38
CaptureSite_23,Creek,Species_5,62.7,55.7,27.5,38
CaptureSite_23,Creek,Species_5,60.0,53.3,25.0,38
CaptureSite_23,Creek,Species_6,36.1,34.2,4.5,39
CaptureSite_23,Creek,Species_5,45.0,42.7,12.5,40
CaptureSite_23,Creek,Species_5,49.4,47.0,14.0,40
CaptureSite_23,Creek,Species_5,39.3,39.5,8.0,41
CaptureSite_23,Creek,Species_5,56.4,49.7,21.5,41
CaptureSite_23,Creek,Species_5,41.9,41.1,10.0,42
CaptureSite_23,Creek,Species_5,38.3,37.7,6.5,42
CaptureSite_23,Creek,Species_5,42.1,39.9,9.0,42
CaptureSite_23,Creek,Species_5,47.3,42.1,11.5,42
CaptureSite_23,Creek,Species_5,43.1,42.1,10.5,43
CaptureSite_23,Creek,Species_5,51.4,47.6,15.5,45
CaptureSite_23,Creek,Species_5,50.1,45.0,15.5,46
CaptureSite_23,Creek,Species_5,39.4,37.2,7.25,46
CaptureSite_23,Creek,Species_5,45.2,44.8,11.5,47
CaptureSite_23,Creek,Species_5,37.5,36.7,7.5,47
CaptureSite_23,Creek,Species_5,42.6,40.9,9.0,48
CaptureSite_23,Creek,Species_5,48.0,45.1,,48
CaptureSite_23,Creek,Species_5,64.8,56.9,32.5,49
CaptureSite_23,Creek,Species_5,49.8,43.5,14.5,49
CaptureSite_23,Creek,Species_5,38.0,36.3,,49
CaptureSite_23,Creek,Species_5,37.4,36.5,7.5,0
CaptureSite_23,Creek,Species_5,52.1,48.2,16.0,0
CaptureSite_23,Creek,Species_5,58.7,53.5,25.5,0
CaptureSite_23,Creek,Species_5,48.3,44.6,15.5,0
CaptureSite_23,Creek,Species_5,49.5,46.0,14.5,0
CaptureSite_23,Creek,Species_5,55.0,49.8,18.0,1
CaptureSite_23,Creek,Species_5,62.6,57.5,28.5,4
CaptureSite_23,Creek,Species_5,39.5,37.3,7.5,4
CaptureSite_23,Creek,Species_5,41.5,40.1,8.5,4
CaptureSite_23,Creek,Species_5,42.4,41.3,10.5,5
CaptureSite_23,Creek,Species_5,76.4,68.7,,5
CaptureSite_23,Creek,Species_5,58.3,54.3,22.5,6
CaptureSite_23,Creek,Species_5,42.5,39.1,8.25,6
CaptureSite_23,Creek,Species_5,38.7,38.6,7.5,8
CaptureSite_23,Creek,Species_5,44.2,40.7,,9
CaptureSite_23,Creek,Species_5,49.8,48.0,15.5,10
CaptureSite_23,Creek,Species_5,42.6,39.1,8.25,10
CaptureSite_23,Creek,Species_5,41.9,40.1,,10
CaptureSite_23,Creek,Species_5,51.4,47.3,15.5,10
CaptureSite_23,Creek,Species_5,43.2,39.9,9.0,10
CaptureSite_23,Creek,Species_5,73.6,65.8,,12
CaptureSite_23,Creek,Species_5,47.0,42.4,12.5,12
CaptureSite_23,Creek,Species_5,44.0,42.0,10.5,13
CaptureSite_23,Creek,Species_5,44.3,43.1,8.5,13
CaptureSite_23,Creek,Species_5,41.0,37.9,8.5,13
CaptureSite_23,Creek,Species_5,47.9,47.7,14.5,14
CaptureSite_23,Creek,Species_5,39.5,39.5,6.5,14
CaptureSite_23,Creek,Species_5,46.2,46.5,12.5,14
CaptureSite_23,Creek,Species_5,65.1,58.4,32.5,16
CaptureSite_23,Creek,Species_5,46.3,43.1,12.5,16
CaptureSite_23,Creek,Species_5,40.7,40.5,9.0,16
CaptureSite_23,Creek,Species_5,44.7,43.7,11.0,17
CaptureSite_23,Creek,Species_5,61.0,54.0,26.5,19
CaptureSite_23,Creek,Species_5,44.6,41.4,10.0,19
CaptureSite_23,Creek,Species_5,55.5,51.2,24.5,20
CaptureSite_23,Creek,Species_5,43.6,39.6,9.5,21
CaptureSite_23,Creek,Species_5,44.4,40.1,10.0,21
CaptureSite_23,Creek,Species_5,44.7,42.2,11.5,21
CaptureSite_23,Creek,Species_5,38.8,36.6,4.5,22
CaptureSite_23,Creek,Species_5,42.8,40.9,10.5,24
CaptureSite_23,Creek,Species_6,39.0,34.7,7.0,24
CaptureSite_23,Creek,Species_5,45.4,43.4,11.5,24
CaptureSite_23,Creek,Species_5,51.3,49.8,16.5,24
CaptureSite_23,Creek,Species_6,44.5,41.7,11.0,25
CaptureSite_23,Creek,Species_6,33.2,30.4,4.5,25
CaptureSite_23,Creek,Species_5,40.1,38.4,6.5,25
CaptureSite_23,Creek,Species_5,65.8,59.0,36.5,27
CaptureSite_23,Creek,Species_5,67.5,58.6,34.5,28
CaptureSite_23,Creek,Species_6,41.7,36.5,8.0,28
CaptureSite_23,Creek,Species_5,68.6,61.7,39.5,28
CaptureSite_23,Creek,Species_5,43.3,41.6,11.5,29
CaptureSite_23,Creek,Species_5,42.6,40.6,9.0,29
CaptureSite_23,Creek,Species_5,48.0,47.8,15.5,30
CaptureSite_23,Creek,Species_5,41.2,38.6,8.5,31
CaptureSite_23,Creek,Species_5,55.4,50.3,21.0,31
CaptureSite_23,Creek,Species_5,42.0,39.5,9.5,32
CaptureSite_23,Creek,Species_5,44.1,41.3,10.5,33
CaptureSite_23,Creek,Species_5,45.5,44.0,11.0,34
CaptureSite_23,Creek,Species_5,43.1,42.1,10.0,34
CaptureSite_23,Creek,Species_5,37.7,37.8,8.0,35
CaptureSite_23,Creek,Species_5,42.2,40.7,10.0,35
CaptureSite_23,Creek,Species_5,51.5,47.5,16.5,35
CaptureSite_23,Creek,Species_5,40.3,38.9,8.5,36
CaptureSite_23,Creek,Species_5,40.8,39.0,8.0,36
CaptureSite_23,Creek,Species_5,40.2,39.3,9.0,36
CaptureSite_23,Creek,Species_5,43.5,41.3,11.5,36
CaptureSite_23,Creek,Species_5,56.8,53.0,22.0,36
CaptureSite_23,Creek,Species_5,39.5,36.1,7.5,37
CaptureSite_23,Creek,Species_5,37.7,35.1,7.5,37
CaptureSite_23,Creek,Species_5,46.0,43.7,12.5,37
CaptureSite_23,Creek,Species_5,46.0,41.0,11.5,37
CaptureSite_23,Creek,Species_5,51.0,49.3,17.0,37
CaptureSite_23,Creek,Species_5,37.5,36.5,6.5,39
CaptureSite_23,Creek,Species_5,45.5,41.7,11.0,39
CaptureSite_23,Creek,Species_5,61.4,55.9,24.5,39
CaptureSite_23,Creek,Species_5,48.1,43.9,14.0,39
CaptureSite_23,Creek,Species_5,59.5,56.0,25.5,39
CaptureSite_23,Creek,Species_5,41.4,39.5,7.5,39
CaptureSite_23,Creek,Species_5,42.3,39.6,9.5,40
CaptureSite_23,Creek,Species_5,62.8,57.0,30.5,40
CaptureSite_23,Creek,Species_6,29.7,29.5,4.5,40
CaptureSite_23,Creek,Species_5,40.9,42.2,10.0,40
CaptureSite_23,Creek,Species_5,33.2,32.5,4.0,41
CaptureSite_23,Creek,Species_5,38.1,38.2,6.0,41
CaptureSite_23,Creek,Species_5,51.0,45.0,14.5,41
CaptureSite_23,Creek,Species_5,41.0,38.0,7.5,41
CaptureSite_23,Creek,Species_5,48.2,44.5,12.0,41
CaptureSite_23,Creek,Species_6,30.0,29.8,4.0,41
CaptureSite_23,Creek,Species_5,44.5,40.4,10.5,41
CaptureSite_23,Creek,Species_5,58.4,50.3,23.0,41
CaptureSite_23,Creek,Species_5,41.1,39.7,8.0,42
CaptureSite_23,Creek,Species_5,41.5,39.0,8.5,42
CaptureSite_23,Creek,Species_5,52.9,48.9,18.5,42
CaptureSite_23,Creek,Species_5,62.9,56.5,30.0,42
CaptureSite_23,Creek,Species_5,40.8,40.7,8.5,42
CaptureSite_23,Creek,Species_5,49.4,43.8,13.0,42
CaptureSite_23,Creek,Species_5,36.1,33.8,6.0,42
CaptureSite_23,Creek,Species_5,41.0,38.5,8.5,42
CaptureSite_23,Creek,Species_5,63.0,56.1,28.5,43
CaptureSite_23,Creek,Species_5,57.9,53.0,22.5,43
CaptureSite_23,Creek,Species_5,45.8,44.6,12.0,43
CaptureSite_23,Creek,Species_5,59.8,56.4,27.5,43
CaptureSite_23,Creek,Species_5,41.6,39.3,9.0,43
CaptureSite_23,Creek,Species_5,60.5,57.0,29.5,43
CaptureSite_23,Creek,Species_5,57.5,51.1,22.5,43
CaptureSite_23,Creek,Species_5,65.6,58.1,31.5,43
CaptureSite_23,Creek,Species_5,47.9,45.7,12.5,43
CaptureSite_23,Creek,Species_6,34.0,31.5,4.5,43
CaptureSite_23,Creek,Species_5,46.9,45.3,12.0,43
CaptureSite_23,Creek,Species_5,39.9,36.6,6.0,43
CaptureSite_23,Creek,Species_5,40.9,42.9,,43
CaptureSite_23,Creek,Species_5,48.2,43.4,13.5,43
CaptureSite_23,Creek,Species_5,46.1,44.6,12.0,43
CaptureSite_23,Creek,Species_5,49.5,48.6,11.0,43
CaptureSite_23,Creek,Species_5,65.5,59.1,35.0,44
CaptureSite_23,Creek,Species_5,36.1,33.0,5.5,44
CaptureSite_23,Creek,Species_5,44.1,42.1,11.5,44
CaptureSite_23,Creek,Species_5,66.3,61.3,35.5,44
CaptureSite_23,Creek,Species_5,34.1,31.3,5.5,45
CaptureSite_23,Creek,Species_5,44.5,43.4,12.5,45
CaptureSite_23,Creek,Species_5,51.5,45.5,16.5,45
CaptureSite_23,Creek,Species_5,48.4,46.1,13.5,45
CaptureSite_23,Creek,Species_5,40.0,38.0,7.0,47
CaptureSite_23,Creek,Species_5,47.1,43.6,12.0,47
CaptureSite_23,Creek,Species_6,31.5,29.2,4.0,47
CaptureSite_23,Creek,Species_5,54.6,50.4,19.0,47
CaptureSite_23,Creek,Species_5,44.2,42.7,10.5,47
CaptureSite_23,Creek,Species_5,44.1,42.6,12.0,47
CaptureSite_23,Creek,Species_5,52.6,48.7,18.0,47
CaptureSite_23,Creek,Species_5,64.0,57.3,31.0,47
CaptureSite_23,Creek,Species_5,60.9,54.7,,47
CaptureSite_23,Creek,Species_5,36.0,34.3,5.0,48
CaptureSite_23,Creek,Species_5,44.2,43.2,10.0,48
CaptureSite_23,Creek,Species_5,40.6,38.2,8.0,48
CaptureSite_23,Creek,Species_5,41.3,38.7,7.5,48
CaptureSite_23,Creek,Species_5,46.0,42.2,10.5,48
CaptureSite_23,Creek,Species_5,35.4,35.7,5.0,50
CaptureSite_23,Creek,Species_5,43.5,41.7,9.0,50
CaptureSite_23,Creek,Species_5,63.3,56.6,29.5,50
CaptureSite_23,Creek,Species_5,48.3,44.1,12.0,51
CaptureSite_23,Creek,Species_5,45.0,41.4,11.0,0
CaptureSite_23,Creek,Species_5,63.4,56.6,30.0,0
CaptureSite_23,Creek,Species_5,33.3,31.9,5.0,0
CaptureSite_23,Creek,Species_5,72.2,65.3,44.0,1
CaptureSite_23,Creek,Species_5,43.8,42.1,10.5,1
CaptureSite_23,Creek,Species_5,51.4,45.4,17.5,3
CaptureSite_23,Creek,Species_5,45.3,41.3,12.5,3
CaptureSite_23,Creek,Species_5,39.0,37.4,10.0,3
CaptureSite_23,Creek,Species_5,44.3,40.9,10.5,4
CaptureSite_23,Creek,Species_5,44.3,43.2,11.5,4
CaptureSite_23,Creek,Species_5,47.8,44.1,14.5,4
CaptureSite_23,Creek,Species_5,60.8,52.7,26.0,4
CaptureSite_23,Creek,Species_5,45.0,42.3,11.5,4
CaptureSite_23,Creek,Species_5,56.8,52.4,21.5,4
CaptureSite_23,Creek,Species_5,41.3,39.6,8.0,4
CaptureSite_23,Creek,Species_5,50.5,49.3,16.0,4
CaptureSite_23,Creek,Species_5,55.0,50.0,20.5,4
CaptureSite_23,Creek,Species_5,43.8,40.7,10.5,4
CaptureSite_23,Creek,Species_5,60.0,53.6,26.5,5
CaptureSite_23,Creek,Species_5,51.7,46.8,16.5,6
CaptureSite_23,Creek,Species_5,48.7,46.4,14.5,6
CaptureSite_23,Creek,Species_5,39.4,35.0,8.0,6
CaptureSite_23,Creek,Species_5,55.8,51.9,20.5,7
CaptureSite_23,Creek,Species_5,51.3,47.7,17.5,7
CaptureSite_23,Creek,Species_5,45.8,41.8,12.5,7
CaptureSite_23,Creek,Species_5,46.1,42.1,12.0,7
CaptureSite_23,Creek,Species_5,47.0,41.6,11.5,7
CaptureSite_23,Creek,Species_5,47.4,41.9,11.5,7
CaptureSite_23,Creek,Species_5,63.7,55.6,29.5,7
CaptureSite_23,Creek,Species_5,54.7,49.6,18.0,7
CaptureSite_23,Creek,Species_5,46.0,42.7,11.5,7
CaptureSite_23,Creek,Species_5,49.8,47.7,14.5,7
CaptureSite_23,Creek,Species_5,48.0,42.9,11.5,7
CaptureSite_23,Creek,Species_5,50.0,45.1,14.5,7
CaptureSite_23,Creek,Species_5,65.4,58.6,32.0,7
