ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
Ocean,Species_6,34.5,31.2,4.0,29
Ocean,Species_6,31.0,28.73,3.25,27
Creek,Species_5,47.7,44.9,13.959999999999999,46
Creek,Species_5,46.5,46.0,13.5,10
Creek,Species_6,31.0,28.5,3.99,44
Creek,Species_5,43.1,44.2,9.862,8
Ocean,Species_6,42.0,47.5,7.87,39
Ocean,Species_5,33.5,33.1,4.0,0
Creek,Species_5,76.4,70.0,47.980000000000004,46
Creek,Species_6,37.6,33.7,6.0,22
Ocean,Species_6,29.0,26.0,2.8,43
Creek,Species_6,30.0,28.7,3.28,29
Ocean,Species_5,38.0,36.0,6.5,1
Ocean,Species_6,35.5,32.5,4.89,12
Ocean,Species_6,35.6,30.5,3.83,5
Ocean,Species_5,68.2,62.1,37.9,9
Creek,Species_6,36.97,36.0,6.05,3
Creek,Species_5,43.9,41.8,9.290000000000001,46
Creek,Species_5,41.5,39.5,8.75,13
Creek,Species_5,38.27,37.8,6.76,9
Ocean,Species_5,59.1,52.1,32.5,49
Ocean,Species_5,41.6,39.9,8.512,48
Ocean,Species_5,111.8,100.6,129.02,26
Creek,Species_5,63.6,60.1,33.176,43
Creek,Species_5,59.87,55.8,27.07,22
Creek,Species_5,44.8,42.0,10.0,43
Ocean,Species_6,41.73,38.77,9.0,32
Creek,Species_5,39.3,38.1,7.42,41
Creek,Species_5,40.0,38.3,9.0,26
Creek,Species_5,68.7,63.5,40.162,47
Ocean,Species_5,44.2,44.3,12.0,22
Creek,Species_6,24.5,23.8,2.286,30
Creek,Species_6,41.6,37.5,8.4,38
Creek,Species_6,33.6,31.5,4.4,11
Ocean,Species_5,39.4,37.3,8.5,9
Creek,Species_5,75.6,69.75,47.980000000000004,43
Ocean,Species_6,30.2,28.07,3.34,28
Creek,Species_5,51.9,50.0,16.0,50
Creek,Species_5,36.1,32.5,5.05,38
Ocean,Species_6,32.8,30.3,3.67,18
Creek,Species_5,52.5,48.7,18.390000000000004,36
Creek,Species_6,46.1,41.2,10.1,14
Creek,Species_6,30.1,29.6,3.5,22
Creek,Species_5,41.1,40.4,8.431999999999999,23
Creek,Species_5,53.7,48.8,18.112000000000002,13
Creek,Species_6,38.0,35.6,6.65,49
Creek,Species_6,34.7,32.5,4.8,2
Ocean,Species_6,30.6,28.4,3.17,48
Ocean,Species_5,38.2,37.5,7.46,43
Creek,Species_5,42.0,40.1,9.63,37
Creek,Species_5,38.1,35.7,6.514,19
Creek,Species_6,61.77,57.27,27.11,8
Creek,Species_6,57.9,49.2,19.78,42
Ocean,Species_6,28.5,26.1,2.4,29
Creek,Species_6,55.6,51.2,20.21,44
Creek,Species_6,36.7,33.5,6.5,42
Creek,Species_5,40.5,42.1,9.42,19
Creek,Species_5,40.7,40.5,9.0,16
Creek,Species_6,28.8,28.2,3.2,34
Creek,Species_6,37.5,33.5,5.0,36
Creek,Species_5,43.8,44.0,3.38,22
Ocean,Species_5,28.6,27.1,2.72,15
Ocean,Species_6,36.5,34.8,5.6,49
Creek,Species_5,42.6,40.8,9.608,25
Creek,Species_5,43.1,40.7,9.39,41
Ocean,Species_5,40.0,39.5,4.65,0
Creek,Species_5,46.0,42.8,11.936,42
Creek,Species_5,41.4,40.4,8.91,20
Creek,Species_5,47.0,44.9,13.18,31
Creek,Species_5,44.4,42.4,10.412,4
Creek,Species_5,50.1,45.7,21.413999999999998,40
Creek,Species_5,44.3,43.7,10.65,10
Ocean,Species_5,41.5,41.0,8.5,23
Creek,Species_5,38.5,38.1,6.75,29
Ocean,Species_5,44.8,41.8,10.532,11
Ocean,Species_6,39.4,35.4,6.4,45
Ocean,Species_5,39.8,38.9,7.25,23
Creek,Species_6,35.5,35.5,5.316,39
Ocean,Species_5,41.0,39.3,7.516,23
Creek,Species_5,57.5,55.5,24.8,51
Creek,Species_5,47.5,40.8,11.764,9
Creek,Species_6,37.3,34.9,6.0,12
Ocean,Species_6,30.5,27.0,3.4,19
Creek,Species_5,48.9,45.8,14.107999999999999,42
Creek,Species_5,43.4,39.7,9.538,21
Ocean,Species_5,53.5,50.1,18.3,44
Creek,Species_5,54.4,53.9,21.5,30
Creek,Species_6,33.2,32.0,4.212000000000001,27
Creek,Species_6,36.0,33.1,6.5,30
Creek,Species_5,36.0,34.8,6.076,3
Ocean,Species_5,45.0,42.0,11.692000000000002,50
Creek,Species_6,35.3,33.4,5.41,46
Creek,Species_6,38.3,36.3,7.0,15
Creek,Species_6,28.6,28.2,3.21,31
Creek,Species_5,40.8,40.5,7.6,41
Creek,Species_5,49.2,45.8,13.520000000000001,46
Ocean,Species_6,42.0,38.6,7.3,15
Creek,Species_5,67.2,61.0,35.21,23
Creek,Species_6,46.5,40.5,10.8,9
Ocean,Species_5,53.3,49.7,18.5,16
Creek,Species_5,41.6,40.0,8.74,31
Ocean,Species_5,38.9,38.9,6.8,21
Ocean,Species_6,36.37,32.57,5.17,32
Ocean,Species_5,52.5,47.3,16.9,42
Creek,Species_6,30.63,28.13,3.76,47
Creek,Species_5,48.1,43.8,13.4,36
Ocean,Species_6,29.5,27.9,3.5,36
Ocean,Species_6,33.6,31.1,4.3,40
Ocean,Species_6,29.5,29.0,4.5,13
Creek,Species_5,43.9,41.3,10.486,51
Creek,Species_5,53.6,48.0,18.418,21
Creek,Species_5,46.0,44.0,12.214,5
Creek,Species_6,35.8,30.5,4.71,35
Ocean,Species_6,36.2,33.8,5.19,11
Creek,Species_6,39.0,36.5,5.93,17
Ocean,Species_6,35.0,34.0,5.5,43
Creek,Species_5,48.03,47.77,15.61,29
Creek,Species_5,44.7,42.6,12.12,49
Creek,Species_6,41.7,37.7,9.5,12
Creek,Species_5,52.6,51.5,16.796,48
Creek,Species_5,47.5,43.6,12.594,39
Creek,Species_6,31.5,29.9,4.3,32
Creek,Species_5,47.7,43.0,12.874,50
Creek,Species_5,43.1,42.2,10.24,38
Ocean,Species_5,42.7,42.4,9.862,47
Creek,Species_5,39.8,38.9,8.072,3
Ocean,Species_6,36.5,32.4,5.496,46
Ocean,Species_6,36.5,34.6,5.5,45
Ocean,Species_6,33.8,31.2,4.31,10
Creek,Species_6,36.2,35.2,5.5,12
Ocean,Species_5,40.2,39.2,7.7,0
Creek,Species_6,36.53,32.63,4.82,45
Creek,Species_0,2.0,2.0,0.03,18
Creek,Species_5,42.0,39.3,9.6,35
Creek,Species_5,67.4,60.5,35.494,37
Ocean,Species_5,54.5,51.8,19.856,25
Ocean,Species_6,44.57,39.73,9.59,47
Creek,Species_5,45.2,43.5,11.13,34
Creek,Species_5,61.2,56.1,27.5,48
Creek,Species_5,37.45,35.05,6.2,49
Creek,Species_6,41.5,39.0,9.0,38
Creek,Species_5,36.8,34.0,6.5,32
Creek,Species_6,32.7,29.2,3.71,14
Ocean,Species_5,43.1,41.2,10.0,2
Creek,Species_5,39.5,39.4,8.034,2
Creek,Species_6,44.7,41.3,9.92,41
Ocean,Species_5,47.4,45.9,12.0,34
Creek,Species_6,48.4,41.4,10.95,44
Creek,Species_6,31.1,29.4,3.61,18
Creek,Species_6,36.2,34.8,6.0,35
Creek,Species_6,40.1,36.6,5.98,39
Creek,Species_5,36.6,36.7,5.5,40
Creek,Species_5,39.3,37.8,7.75,28
Ocean,Species_5,101.8,95.8,114.7,8
Ocean,Species_5,83.4,79.0,67.98,3
Creek,Species_5,59.1,54.7,24.64,47
Creek,Species_5,42.5,42.4,10.0,36
Creek,Species_6,34.5,32.4,5.5,40
Ocean,Species_5,42.1,40.3,9.5,9
Creek,Species_5,47.6,45.9,12.39,39
Creek,Species_6,37.0,34.4,5.5,22
Ocean,Species_5,48.5,44.9,13.25,19
Creek,Species_5,42.7,41.2,9.5,0
Ocean,Species_6,36.7,35.3,7.0,5
Creek,Species_5,39.0,37.0,7.54,47
Creek,Species_5,45.1,43.0,9.65,10
Creek,Species_5,41.2,40.9,8.2,42
Creek,Species_6,49.05,42.3,11.9,48
Creek,Species_5,39.8,38.7,7.894,20
Creek,Species_5,49.2,46.7,13.95,44
Ocean,Species_5,46.5,42.9,12.788,36
Ocean,Species_6,43.0,38.35,9.02,23
Creek,Species_6,55.4,47.6,17.5,43
Creek,Species_6,25.8,25.4,2.03,42
Creek,Species_5,47.2,43.4,12.309999999999999,8
Creek,Species_6,46.0,43.6,11.53,31
Ocean,Species_5,52.0,46.2,14.69,3
Creek,Species_5,50.0,44.7,14.651999999999997,7
Creek,Species_5,63.9,60.5,31.16,35
Creek,Species_5,47.0,42.7,13.069999999999999,48
Creek,Species_6,30.7,29.3,3.23,24
Ocean,Species_5,39.8,39.5,6.82,25
Ocean,Species_6,34.5,32.7,5.0,36
Creek,Species_5,45.3,42.2,11.5,0
Ocean,Species_6,36.2,35.4,5.6,50
Creek,Species_5,47.5,45.4,13.5,46
Ocean,Species_6,43.9,40.6,9.75,21
Creek,Species_5,46.07,42.23,10.85,28
Creek,Species_5,48.9,43.5,12.797999999999998,36
Ocean,Species_5,43.2,41.9,10.0,28
Ocean,Species_5,55.4,52.8,23.5,1
Creek,Species_5,52.2,50.8,19.5,9
Creek,Species_6,33.5,32.2,4.558,22
Creek,Species_5,50.3,45.4,14.846,23
Ocean,Species_4,90.0,82.5,84.2,37
Ocean,Species_6,50.02,47.0,17.61,4
Creek,Species_5,41.6,40.1,9.76,46
Ocean,Species_6,37.7,35.1,5.72,26
Creek,Species_5,40.7,39.8,7.874,43
Creek,Species_5,56.0,53.9,21.5,41
Creek,Species_6,34.66,29.86,4.63,30
Ocean,Species_5,31.3,28.7,4.0,41
Creek,Species_6,32.5,29.7,4.2,48
Creek,Species_6,39.2,35.4,6.32,4
Creek,Species_6,46.5,42.5,11.0,4
Creek,Species_5,39.0,38.0,6.88,44
Creek,Species_5,42.7,39.6,9.3,14
Creek,Species_5,44.2,41.5,10.4,18
Creek,Species_5,50.0,46.5,13.26,17
Ocean,Species_6,40.5,36.5,7.57,15
Creek,Species_5,40.6,40.0,8.318000000000001,24
Creek,Species_6,46.43,42.76,12.01,25
Creek,Species_6,36.1,33.7,6.32,18
Ocean,Species_5,42.6,39.5,8.576,26
Ocean,Species_6,41.5,38.2,7.8,4
Creek,Species_5,47.5,44.3,13.5,48
Creek,Species_5,33.57,31.3,4.74,40
Creek,Species_5,40.5,38.6,9.49,49
Ocean,Species_6,42.4,37.7,7.24,45
Creek,Species_6,33.7,32.3,3.81,45
Creek,Species_5,39.17,36.47,8.5,27
Creek,Species_6,40.6,39.0,8.05,38
Creek,Species_6,36.0,33.0,3.92,47
Creek,Species_5,51.1,47.0,17.5,29
Creek,Species_5,59.6,57.7,25.29,23
Ocean,Species_6,39.3,36.2,7.0,49
Ocean,Species_5,54.4,50.9,18.259999999999998,50
Ocean,Species_6,60.3,56.7,25.12,13
Creek,Species_5,49.6,44.2,12.75,27
Ocean,Species_5,42.17,40.87,9.48,39
Creek,Species_5,64.5,58.0,31.9,8
Creek,Species_5,40.1,34.5,8.05,8
Creek,Species_5,54.0,49.5,19.322000000000003,30
Ocean,Species_5,42.6,42.5,9.416,50
Ocean,Species_6,30.5,28.1,3.32,30
Creek,Species_6,35.5,32.9,5.2,8
Creek,Species_5,40.6,38.3,9.1,20
Creek,Species_5,58.7,53.5,25.5,0
Creek,Species_6,39.8,33.6,7.5,47
Ocean,Species_6,35.0,32.1,4.82,18
Creek,Species_6,35.2,33.1,5.0,21
Creek,Species_5,49.5,46.0,14.5,0
Creek,Species_6,32.5,29.5,3.5,11
Creek,Species_6,40.5,38.7,7.954000000000001,24
Creek,Species_5,54.6,52.8,20.142000000000003,10
Creek,Species_5,61.7,56.2,28.5,21
Ocean,Species_6,43.6,41.0,10.11,24
Creek,Species_5,39.8,38.5,8.74,23
Ocean,Species_5,37.0,36.5,6.6,9
Ocean,Species_5,50.5,47.3,14.05,29
Creek,Species_5,40.7,38.2,8.41,17
Ocean,Species_6,38.1,35.4,8.5,30
Ocean,Species_5,43.0,39.3,11.0,51
Creek,Species_6,34.8,30.7,5.0,50
Creek,Species_5,50.0,44.6,15.820000000000002,46
Creek,Species_6,55.6,47.9,15.65,11
Creek,Species_5,37.4,36.5,7.5,0
Ocean,Species_6,42.0,39.0,8.7,11
Creek,Species_6,38.4,36.5,6.3,27
Ocean,Species_5,28.1,25.6,3.0,21
Ocean,Species_5,48.43,46.67,13.29,45
Ocean,Species_6,66.16,54.86,26.39,25
Ocean,Species_5,41.0,37.5,7.05,31
Creek,Species_5,34.8,34.6,5.322,46
Ocean,Species_5,34.5,33.7,5.87,44
Creek,Species_5,47.8,45.3,14.5,45
Ocean,Species_6,28.3,25.2,2.6,4
Creek,Species_5,32.8,31.5,4.1,42
Creek,Species_5,45.0,41.0,9.778,13
Creek,Species_6,35.9,32.9,4.8,8
Ocean,Species_5,47.6,46.4,14.5,38
Ocean,Species_6,58.5,48.8,21.4,49
Creek,Species_5,52.5,48.1,16.9,7
Creek,Species_6,32.9,30.8,4.5,39
Creek,Species_5,44.0,42.2,10.0,51
Creek,Species_5,48.33,45.43,14.16,47
Creek,Species_5,39.9,37.4,7.33,43
Creek,Species_5,36.0,35.8,6.464,3
Creek,Species_6,35.4,33.0,4.4,3
Creek,Species_6,35.1,34.5,6.37,22
Ocean,Species_5,40.9,39.9,8.620000000000001,35
Creek,Species_6,32.5,29.1,4.02,1
Creek,Species_5,41.17,37.47,8.08,34
Creek,Species_6,35.1,32.7,4.79,38
Creek,Species_5,41.6,38.8,8.012,37
Creek,Species_5,45.1,40.3,10.494,48
Ocean,Species_5,74.0,67.1,45.6,8
Creek,Species_5,43.0,38.6,8.536000000000001,34
Ocean,Species_5,51.8,48.9,17.2,42
Ocean,Species_5,63.7,63.2,30.99,30
Ocean,Species_5,74.6,65.7,45.45,1
Ocean,Species_5,64.5,58.6,30.5,37
Creek,Species_6,48.4,44.2,14.52,38
Ocean,Species_5,42.3,40.1,10.5,48
Ocean,Species_5,43.7,40.8,9.08,49
Ocean,Species_5,40.7,39.8,7.874,41
Ocean,Species_5,37.7,36.0,6.4,5
Creek,Species_5,46.1,43.0,13.0,12
Creek,Species_5,46.5,44.0,12.032,0
Creek,Species_5,43.0,39.0,9.3,13
Ocean,Species_5,39.4,37.16,6.83,43
Creek,Species_6,41.0,36.63,7.89,49
Creek,Species_5,41.5,39.0,8.574,50
Ocean,Species_6,40.86,37.56,8.35,48
Creek,Species_5,51.1,50.5,17.009999999999998,41
Creek,Species_5,38.0,36.7,7.198,38
Creek,Species_5,36.7,32.2,6.04,30
Ocean,Species_5,43.7,41.9,10.21,1
Ocean,Species_5,46.5,45.43,13.0,44
Creek,Species_5,43.18,38.1,10.07,49
Creek,Species_5,39.9,40.7,9.5,39
Creek,Species_5,38.3,38.0,5.6,49
Creek,Species_5,47.0,44.1,13.314000000000002,26
Creek,Species_5,55.0,48.1,17.68,48
Ocean,Species_6,36.23,33.13,5.9,24
Creek,Species_6,44.63,39.9,10.09,50
Ocean,Species_5,66.7,61.5,33.0,46
Ocean,Species_5,51.5,49.5,16.342000000000002,9
Ocean,Species_6,34.5,32.6,6.5,1
Creek,Species_6,58.0,47.0,18.0,3
Ocean,Species_5,41.4,36.6,8.89,46
Creek,Species_6,35.1,32.4,5.146,26
Ocean,Species_5,66.0,60.2,35.0,3
Ocean,Species_5,43.4,42.8,8.5,22
Creek,Species_5,40.9,39.6,8.178,39
Ocean,Species_6,38.6,35.3,6.88,30
Creek,Species_6,36.9,34.0,4.95,49
Ocean,Species_6,30.1,28.8,2.85,15
Creek,Species_5,34.5,31.5,5.5600000000000005,49
Creek,Species_6,33.9,32.5,6.5,8
Ocean,Species_6,49.5,42.9,11.6,35
Ocean,Species_6,33.4,32.9,4.098000000000001,5
Creek,Species_6,48.8,41.5,11.2,44
Creek,Species_5,41.6,39.2,7.5,36
Ocean,Species_6,34.7,32.1,4.32,13
Creek,Species_5,45.8,44.6,11.7,39
Creek,Species_5,37.3,34.2,5.75,38
Creek,Species_5,39.0,36.3,7.5,48
Ocean,Species_6,36.8,34.3,6.0,9
Ocean,Species_5,53.4,50.4,19.0,20
Ocean,Species_6,37.8,35.8,6.758,48
Creek,Species_6,53.9,48.8,16.8,16
Creek,Species_5,37.9,37.2,6.282,18
Creek,Species_5,41.9,42.1,9.5,44
Creek,Species_6,35.4,34.8,5.26,9
Ocean,Species_5,49.5,45.1,13.5,45
Creek,Species_6,39.5,36.3,8.5,1
Ocean,Species_6,33.2,30.0,3.82,40
Ocean,Species_6,44.0,37.0,8.437999999999999,43
Ocean,Species_5,44.8,42.3,10.5,26
Ocean,Species_6,35.2,32.5,4.5,17
Creek,Species_5,39.5,38.5,7.684,36
Creek,Species_5,54.3,50.1,17.1,11
Ocean,Species_5,42.1,41.2,9.598,30
Creek,Species_5,59.2,54.3,23.638,47
Ocean,Species_6,36.0,32.5,6.13,26
Creek,Species_5,44.7,41.5,11.16,8
Ocean,Species_6,37.6,35.8,5.3,51
Creek,Species_5,45.5,41.3,11.35,26
Ocean,Species_7,57.67,62.37,22.41,45
Creek,Species_5,52.4,46.5,18.5,6
Creek,Species_5,57.3,50.8,20.822000000000003,46
Creek,Species_5,41.4,41.1,9.49,19
Creek,Species_5,40.6,38.4,8.356,17
Creek,Species_5,76.0,71.3,48.58,12
Ocean,Species_5,42.5,39.6,7.776000000000001,46
Creek,Species_5,40.0,40.4,8.264,27
Creek,Species_5,42.0,39.3,9.6,46
Ocean,Species_5,39.0,38.5,7.2780000000000005,34
Creek,Species_5,71.0,61.5,39.5,44
Creek,Species_6,35.0,32.1,4.5,42
Ocean,Species_6,34.5,31.6,5.15,50
Ocean,Species_6,50.4,43.2,15.38,40
Creek,Species_5,41.3,41.6,9.138,4
Creek,Species_5,48.2,45.2,13.579999999999998,0
Creek,Species_5,37.6,38.1,7.11,15
Creek,Species_5,70.8,65.5,41.39,48
Creek,Species_6,32.9,30.2,3.4,47
Ocean,Species_5,77.2,74.3,56.8,14
Ocean,Species_5,38.9,40.4,6.85,2
Ocean,Species_5,30.93,30.0,3.66,2
Creek,Species_6,38.0,37.3,6.59,6
Creek,Species_5,40.2,37.1,8.038,5
Ocean,Species_5,64.35,61.0,31.37,24
Ocean,Species_5,35.65,33.15,5.5,49
Creek,Species_5,33.0,32.1,4.5,41
Creek,Species_5,48.5,46.2,15.0,6
Ocean,Species_5,41.0,36.1,7.36,45
Creek,Species_5,42.1,42.0,8.508,47
Ocean,Species_6,32.4,28.2,3.59,0
Creek,Species_5,42.8,38.9,9.18,10
Creek,Species_6,38.0,33.5,6.28,50
Creek,Species_5,45.7,43.5,10.0,28
Creek,Species_5,44.45,43.18,10.352,48
Ocean,Species_5,40.3,41.2,8.43,34
Creek,Species_5,40.3,38.43,7.11,29
Ocean,Species_6,34.4,31.1,4.5,32
Creek,Species_6,32.5,29.7,4.5,50
Ocean,Species_6,31.3,29.0,3.1,47
Creek,Species_5,37.5,36.2,7.25,51
Creek,Species_5,41.4,38.9,7.41,37
Ocean,Species_6,39.6,36.9,8.0,17
Ocean,Species_6,56.5,54.6,23.25,44
Ocean,Species_5,42.6,42.2,9.0,49
Creek,Species_5,43.1,42.6,10.012,50
Ocean,Species_6,30.8,28.9,3.15,44
Ocean,Species_5,41.6,37.2,8.5,32
Creek,Species_5,69.5,64.7,42.5,35
Ocean,Species_6,38.0,35.0,6.21,47
Creek,Species_6,35.6,33.5,3.91,5
Ocean,Species_6,39.1,37.1,8.0,20
Creek,Species_5,42.9,42.1,8.459999999999999,20
Creek,Species_6,37.2,36.3,6.31,20
Creek,Species_5,72.3,65.1,43.82,48
Creek,Species_5,45.3,42.0,11.206,9
Ocean,Species_5,42.1,40.5,8.82,10
Creek,Species_6,36.3,35.0,5.65,8
Creek,Species_5,43.2,42.1,9.31,31
Creek,Species_6,41.0,39.0,8.33,16
Ocean,Species_5,87.1,80.1,83.06,50
Creek,Species_5,44.4,40.7,10.262,26
Creek,Species_5,43.3,37.5,8.608,36
Creek,Species_5,42.2,40.6,8.55,47
Creek,Species_5,37.1,35.1,7.0,36
Creek,Species_6,37.5,36.2,5.9,18
Creek,Species_5,49.5,46.0,15.0,8
Creek,Species_5,35.6,33.3,4.73,12
Ocean,Species_5,65.3,62.2,31.5,10
Ocean,Species_5,73.1,68.0,45.5,45
Ocean,Species_6,34.0,31.0,4.9,42
Creek,Species_5,41.8,38.1,8.754000000000001,27
Ocean,Species_6,29.2,25.9,2.09,12
Creek,Species_5,45.3,41.8,11.239999999999998,0
Creek,Species_6,36.2,32.4,5.1,34
Creek,Species_5,33.4,29.6,4.25,25
Ocean,Species_5,29.8,26.5,4.5,8
Creek,Species_5,37.2,35.47,6.26,50
Creek,Species_5,80.4,76.7,61.7,45
Ocean,Species_5,43.3,41.8,9.5,1
Creek,Species_5,42.0,39.9,9.004,39
Creek,Species_5,39.1,36.2,6.38,44
Creek,Species_5,47.0,39.4,11.57,23
Creek,Species_5,39.5,38.4,7.14,42
Creek,Species_6,42.3,38.0,8.05,18
Creek,Species_6,34.9,29.4,4.332,44
Creek,Species_5,55.88,43.18,16.722,16
Ocean,Species_6,28.5,26.4,2.85,45
Creek,Species_5,45.9,44.6,11.0,43
Ocean,Species_6,33.2,30.1,4.0,15
Creek,Species_6,53.0,50.0,18.3,46
Creek,Species_5,60.0,53.7,24.0,46
Ocean,Species_6,36.1,33.8,5.5,24
Ocean,Species_6,39.6,36.1,7.03,16
Creek,Species_5,48.3,43.8,13.651999999999997,14
Ocean,Species_6,31.5,28.4,3.38,32
Creek,Species_6,39.2,36.7,5.6,50
Creek,Species_6,39.3,35.5,6.224000000000001,11
Creek,Species_5,39.1,38.5,6.828,16
Creek,Species_5,40.0,38.4,8.5,41
Creek,Species_5,47.9,44.6,13.5,39
Creek,Species_6,32.7,31.0,3.71,0
Creek,Species_5,37.9,37.7,5.87,42
Ocean,Species_6,58.6,54.0,23.2,17
Creek,Species_5,39.0,37.9,9.13,46
Ocean,Species_6,47.0,44.4,11.23,19
Creek,Species_5,36.8,37.6,6.5,51
Creek,Species_5,47.6,46.0,11.7,21
Ocean,Species_5,38.0,37.3,6.784000000000001,16
Creek,Species_5,56.4,53.3,20.206,7
Ocean,Species_5,41.3,39.7,8.3,43
Ocean,Species_6,41.7,38.2,8.206,39
Creek,Species_5,38.1,37.8,3.65,14
Creek,Species_5,47.03,46.27,12.94,31
Creek,Species_5,41.9,40.7,8.23,23
Creek,Species_5,40.5,37.6,7.843999999999999,10
Ocean,Species_6,31.4,31.0,4.6,8
Creek,Species_6,39.1,36.4,8.0,0
Ocean,Species_5,50.0,47.5,15.5,2
Ocean,Species_5,44.6,43.3,10.51,20
Creek,Species_5,48.5,40.9,10.5,6
Creek,Species_5,42.8,41.2,9.518,0
Creek,Species_6,23.0,21.5,1.95,24
Creek,Species_5,38.7,35.0,6.35,30
Creek,Species_5,40.2,40.1,7.954000000000001,19
Creek,Species_5,39.03,38.6,6.86,21
Ocean,Species_5,45.2,45.0,11.12,34
Creek,Species_5,60.3,54.4,26.166000000000004,13
Creek,Species_5,45.6,41.1,10.5,32
Ocean,Species_5,77.2,71.6,52.31999999999999,51
Ocean,Species_5,34.5,31.8,4.58,37
Creek,Species_6,32.0,28.2,4.12,46
Creek,Species_6,43.53,37.47,7.84,40
Creek,Species_5,43.6,42.7,10.5,43
Creek,Species_5,38.7,36.6,7.26,29
Ocean,Species_6,32.0,29.0,4.36,31
Creek,Species_5,47.1,43.23,12.6,33
Creek,Species_5,42.9,40.9,10.22,4
Creek,Species_5,41.5,41.4,9.24,22
Creek,Species_6,30.5,28.7,3.33,42
Creek,Species_5,40.0,39.3,8.31,15
Creek,Species_5,66.3,59.6,33.2,20
Creek,Species_5,45.7,43.8,12.0,51
Ocean,Species_6,33.1,31.8,4.428,7
Creek,Species_5,46.6,43.0,11.878,47
Ocean,Species_5,42.6,41.1,9.696000000000002,40
Ocean,Species_6,42.6,36.9,8.572,1
Creek,Species_5,46.5,43.1,11.878,40
Ocean,Species_5,78.1,68.9,52.46,46
Ocean,Species_6,40.2,37.1,7.72,52
Ocean,Species_5,46.5,42.6,14.2,31
Creek,Species_5,46.8,44.7,12.494,8
Creek,Species_6,31.8,29.1,3.58,28
Creek,Species_5,67.5,61.8,35.996,18
Creek,Species_5,54.7,50.1,16.9,5
Creek,Species_5,42.9,42.1,8.459999999999999,8
Creek,Species_5,43.4,40.8,9.27,43
Creek,Species_6,36.6,33.9,6.36,37
Creek,Species_5,38.2,36.2,6.25,47
Ocean,Species_5,45.1,41.5,11.5,25
Ocean,Species_6,36.6,35.0,6.5,51
Ocean,Species_6,35.4,30.1,5.5,1
Creek,Species_5,42.1,41.6,8.924,13
Creek,Species_5,46.5,42.5,12.162,14
Creek,Species_5,36.2,35.8,6.72,5
Creek,Species_5,43.2,41.0,10.0,9
Creek,Species_6,54.0,50.4,17.82,33
Creek,Species_5,43.1,40.7,8.947999999999999,0
Creek,Species_5,53.5,48.6,17.5,47
Creek,Species_5,40.1,37.2,7.94,28
Ocean,Species_6,29.8,27.1,3.57,32
Creek,Species_5,39.5,36.2,8.12,47
Ocean,Species_5,37.7,36.5,7.5,39
Creek,Species_6,34.4,33.4,5.0,1
Creek,Species_6,37.5,33.3,6.72,35
Ocean,Species_6,54.5,47.2,18.5,50
Creek,Species_5,53.6,48.1,17.532000000000004,29
Ocean,Species_5,42.7,42.0,8.998000000000001,42
Ocean,Species_6,36.5,35.0,6.31,10
Ocean,Species_6,30.2,27.3,3.2,7
Ocean,Species_6,37.0,34.0,5.7,40
Creek,Species_6,38.5,37.2,8.64,34
Ocean,Species_6,32.2,30.8,4.07,47
Ocean,Species_5,34.0,32.4,4.55,40
Ocean,Species_5,38.5,36.9,7.67,16
Creek,Species_5,51.1,46.1,14.672,24
Creek,Species_6,34.0,33.1,5.38,30
Creek,Species_5,42.2,42.4,9.959999999999999,11
Creek,Species_5,50.4,46.4,14.716,8
Ocean,Species_6,34.8,32.1,4.5,27
Creek,Species_5,41.2,38.6,7.32,25
Creek,Species_5,41.6,39.3,9.0,43
Ocean,Species_5,61.9,58.9,28.236,15
Creek,Species_5,53.2,49.4,17.642000000000003,44
Ocean,Species_5,71.1,63.1,43.5,2
Creek,Species_5,36.1,34.8,5.84,13
Creek,Species_5,61.4,55.0,27.5,44
Creek,Species_6,59.63,51.47,20.2,27
Ocean,Species_5,67.7,64.0,35.92,45
Creek,Species_5,46.0,41.4,9.5,9
Ocean,Species_6,36.2,34.5,6.0,46
Creek,Species_5,74.3,67.2,45.216,50
Ocean,Species_5,46.3,42.6,11.831999999999999,29
Creek,Species_5,49.7,48.2,16.5,50
Creek,Species_5,45.0,41.8,10.0,0
Creek,Species_5,45.1,40.6,9.746,4
Creek,Species_5,59.1,51.3,27.5,12
Ocean,Species_5,49.6,50.0,23.259999999999998,50
Ocean,Species_5,43.2,39.0,9.3,36
Ocean,Species_6,33.2,32.1,4.45,12
Ocean,Species_6,36.1,34.0,5.532000000000001,25
Ocean,Species_6,35.0,33.0,5.33,51
Creek,Species_6,6.8,6.6,0.11666666666666665,18
Creek,Species_6,33.0,28.5,3.32,2
Creek,Species_5,64.5,56.3,29.3,7
Ocean,Species_6,34.9,31.8,4.7,11
Ocean,Species_5,37.3,35.6,6.29,35
Ocean,Species_6,37.23,34.93,6.71,25
Ocean,Species_6,46.5,41.8,11.82,31
Creek,Species_5,46.4,42.2,11.5,32
Creek,Species_5,46.3,44.8,12.982,5
Ocean,Species_6,33.6,31.2,4.4,44
Ocean,Species_6,49.53,44.83,13.07,46
Creek,Species_5,42.0,38.7,8.307999999999998,34
Ocean,Species_6,47.2,40.8,12.51,10
Creek,Species_5,60.7,56.4,25.788,13
Ocean,Species_5,43.6,40.5,10.29,38
Creek,Species_5,50.6,47.5,15.396,48
