CCL_cm,CCW_cm,Weight_Kg,CalendarWeek,ForagingGround_Ocean,Species_Species_1,Species_Species_2,Species_Species_3,Species_Species_4,Species_Species_5,Species_Species_6,Species_Species_7
36.5,35.1,6.92,14,True,False,False,False,False,True,False,False
37.5,34.8,5.15,5,True,False,False,False,False,False,True,False
44.6,40.8,10.8,1,False,False,False,False,False,True,False,False
45.0,42.5,10.72,6,False,False,False,False,False,True,False,False
37.3,36.8,6.398000000000001,9,False,False,False,False,False,True,False,False
39.4,36.5,7.51,11,False,False,False,False,False,False,True,False
61.0,57.6,30.0,47,False,False,False,False,False,True,False,False
41.5,40.3,9.06,45,False,False,False,False,False,True,False,False
50.9,46.3,14.5,30,False,False,False,False,False,True,False,False
62.4,56.0,28.35,19,False,False,False,False,False,True,False,False
43.7,42.2,9.82,24,False,False,False,False,False,True,False,False
40.7,40.6,8.42,45,False,False,False,False,False,True,False,False
34.1,33.4,4.54,44,True,False,False,False,False,True,False,False
49.0,46.9,19.918,44,False,False,False,False,False,True,False,False
60.0,53.3,25.0,38,False,False,False,False,False,True,False,False
58.1,50.3,19.05,51,False,False,False,False,False,False,True,False
75.3,67.2,7.5,42,False,False,False,False,False,True,False,False
48.1,44.6,13.998,16,False,False,False,False,False,True,False,False
43.37,40.43,9.4,9,False,False,False,False,False,True,False,False
38.2,34.9,6.78,8,True,False,False,False,False,False,True,False
49.7,46.5,12.99,27,True,False,False,False,False,True,False,False
40.0,37.2,8.5,18,True,False,False,False,False,False,True,False
43.18,40.64,8.506,47,False,False,False,False,False,True,False,False
34.8,31.2,4.632,38,True,False,False,False,False,False,True,False
43.4,40.6,9.656,21,False,False,False,False,False,True,False,False
41.47,41.3,9.5,28,False,False,False,False,False,True,False,False
41.0,38.4,7.896000000000001,17,False,False,False,False,False,True,False,False
36.03,32.53,5.02,34,True,False,False,False,False,False,True,False
45.4,42.5,11.084,12,False,False,False,False,False,True,False,False
48.8,44.9,15.5,4,True,False,False,False,False,False,True,False
44.3,39.8,9.5,43,True,False,False,False,False,False,True,False
33.3,30.1,4.25,49,True,False,False,False,False,False,True,False
51.2,47.5,16.092000000000002,46,False,False,False,False,False,True,False,False
42.3,40.9,9.656,44,False,False,False,False,False,True,False,False
46.8,43.5,12.4,40,True,False,False,False,False,False,True,False
34.8,34.0,6.0,43,False,False,False,False,False,False,True,False
49.7,47.4,14.392000000000001,51,False,False,False,False,False,True,False,False
40.0,39.3,10.0,14,False,False,False,False,False,True,False,False
32.4,30.5,3.6,43,False,False,False,False,False,False,True,False
47.3,43.2,12.662,8,False,False,False,False,False,True,False,False
37.1,36.9,5.66,1,True,False,False,False,False,True,False,False
39.8,37.2,7.5,22,True,False,False,False,False,False,True,False
40.8,40.2,7.93,43,True,False,False,False,False,True,False,False
44.7,41.1,10.3,24,False,False,False,False,False,True,False,False
33.5,32.6,4.25,27,True,False,False,False,False,True,False,False
33.9,31.0,4.25,40,True,False,False,False,False,False,True,False
33.6,31.6,4.5,26,True,False,False,False,False,False,True,False
36.0,34.2,5.0,46,False,False,False,False,False,False,True,False
28.97,27.63,4.0,27,True,False,False,False,False,False,True,False
45.3,42.4,12.5,34,False,False,False,False,False,True,False,False
38.6,37.5,7.0,40,False,False,False,False,False,False,True,False
40.3,37.3,7.63,50,True,False,False,False,False,False,True,False
68.5,61.2,41.6,34,False,False,False,False,False,True,False,False
48.0,44.5,13.78,48,True,False,False,False,False,True,False,False
42.7,40.1,9.382,45,False,False,False,False,False,True,False,False
36.0,35.0,5.73,6,False,False,False,False,False,False,True,False
54.5,48.3,20.5,37,False,False,False,False,False,True,False,False
42.2,41.3,9.394,40,False,False,False,False,False,True,False,False
41.3,38.7,7.646000000000001,31,False,False,False,False,False,True,False,False
43.1,39.8,9.05,36,False,False,False,False,False,True,False,False
100.3,88.0,108.2,47,False,False,False,False,False,True,False,False
37.6,34.7,6.75,15,True,False,False,False,False,False,True,False
37.4,34.2,6.2,11,True,False,False,False,False,False,True,False
49.3,46.8,13.53,39,False,False,False,False,False,True,False,False
40.3,38.2,7.32,18,False,False,False,False,False,True,False,False
33.1,30.9,3.8,4,False,False,False,False,False,False,True,False
32.5,30.7,4.7,10,True,False,False,False,False,False,True,False
41.3,39.7,9.398,44,False,False,False,False,False,True,False,False
37.3,35.0,6.21,6,False,False,False,False,False,False,True,False
44.5,41.0,10.75,4,False,False,False,False,False,False,True,False
37.6,34.1,5.33,13,True,False,False,False,False,False,True,False
44.5,40.4,10.422,16,False,False,False,False,False,True,False,False
58.7,53.4,21.1,51,False,False,False,False,False,True,False,False
43.7,40.0,10.5,22,False,False,False,False,False,True,False,False
32.2,29.5,4.35,37,True,False,False,False,False,False,True,False
46.6,41.5,11.5,48,False,False,False,False,False,True,False,False
39.1,38.95,7.79,42,False,False,False,False,False,True,False,False
24.5,23.2,1.99,37,False,False,False,False,False,False,True,False
48.5,46.5,12.916000000000002,23,False,False,False,False,False,True,False,False
32.43,27.96,3.17,47,False,False,False,False,False,False,True,False
43.8,44.5,9.436,24,False,False,False,False,False,True,False,False
66.6,61.8,35.976,38,False,False,False,False,False,True,False,False
33.95,29.35,3.54,31,True,False,False,False,False,False,True,False
27.37,25.8,2.31,27,False,False,False,False,False,False,True,False
48.5,45.2,13.562000000000001,15,False,False,False,False,False,True,False,False
32.9,29.7,3.7,22,True,False,False,False,False,False,True,False
44.5,44.2,9.9,46,True,False,False,False,False,True,False,False
43.5,42.2,11.38,20,True,False,False,False,False,False,True,False
44.3,42.5,9.5,24,False,False,False,False,False,True,False,False
33.6,29.9,6.0,27,False,False,False,False,False,False,True,False
62.0,55.5,29.2,49,False,False,False,False,False,True,False,False
36.1,36.7,5.62,4,False,False,False,False,False,True,False,False
34.5,32.3,5.5,32,True,False,False,False,False,False,True,False
46.3,42.8,11.669999999999998,34,True,False,False,False,False,True,False,False
69.05,64.85,45.8,22,False,False,False,False,False,True,False,False
53.5,50.1,18.696,40,False,False,False,False,False,True,False,False
46.4,41.6,11.0,1,True,False,False,False,False,False,True,False
41.5,39.2,8.85,44,True,False,False,False,False,True,False,False
37.6,36.6,8.0,42,False,False,False,False,False,True,False,False
87.6,80.1,80.94,3,True,False,False,False,False,True,False,False
42.9,41.8,10.0,26,False,False,False,False,False,True,False,False
52.9,48.9,18.5,42,False,False,False,False,False,True,False,False
40.9,38.0,7.5,5,True,False,False,False,False,False,True,False
42.6,39.0,8.6,28,True,False,False,False,False,False,True,False
39.0,35.9,6.25,6,True,False,False,False,False,False,True,False
51.93,48.67,16.62,25,True,False,False,False,False,False,True,False
31.1,28.3,4.0,14,False,False,False,False,False,False,True,False
59.0,55.7,25.79,48,False,False,False,False,False,True,False,False
43.5,40.5,9.0,6,False,False,False,False,False,True,False,False
43.3,42.2,9.4,49,False,False,False,False,False,True,False,False
48.0,46.1,14.15,15,False,False,False,False,False,True,False,False
48.3,46.0,12.91,50,True,False,False,False,False,True,False,False
47.0,40.7,10.3,27,False,False,False,False,False,False,True,False
32.9,33.0,6.3,16,True,False,False,False,False,False,True,False
44.7,44.0,9.97,25,True,False,False,False,False,True,False,False
56.1,53.4,20.314,26,False,False,False,False,False,True,False,False
53.0,49.1,18.128,40,True,False,False,False,False,True,False,False
37.0,35.8,5.92,21,False,False,False,False,False,True,False,False
36.4,36.0,6.2620000000000005,12,True,False,False,False,False,False,True,False
38.3,35.8,5.6,5,False,False,False,False,False,True,False,False
32.7,29.6,3.39,14,False,False,False,False,False,False,True,False
41.7,38.9,8.501999999999999,25,False,False,False,False,False,True,False,False
51.2,47.8,16.413999999999998,9,False,False,False,False,False,True,False,False
39.1,35.3,7.0,30,False,False,False,False,False,True,False,False
40.8,38.7,8.014,24,True,False,False,False,False,False,True,False
44.4,41.2,8.5,17,False,False,False,False,False,True,False,False
34.5,31.0,6.0,49,False,False,False,False,False,False,True,False
36.0,35.0,5.21,2,True,False,False,False,False,False,True,False
6.1,6.4,0.060000000000000005,24,True,False,False,False,False,False,True,False
53.0,46.0,16.28,46,False,False,False,False,False,True,False,False
33.3,28.7,4.0,23,True,False,False,False,False,False,True,False
88.8,83.2,97.2,1,True,False,False,False,True,False,False,False
56.2,52.1,21.096,49,False,False,False,False,False,True,False,False
29.3,28.3,2.7,44,True,False,False,False,False,False,True,False
49.3,45.8,15.0,21,True,False,False,False,False,True,False,False
30.67,27.73,3.0,32,False,False,False,False,False,False,True,False
35.2,34.6,5.0,21,True,False,False,False,False,True,False,False
32.8,30.2,3.35,49,True,False,False,False,False,False,True,False
41.5,40.0,8.35,14,True,False,False,False,False,False,True,False
35.4,31.5,4.6,6,False,False,False,False,False,False,True,False
50.2,45.8,20.607999999999997,11,False,False,False,False,False,True,False,False
45.9,44.1,12.3,45,True,False,False,False,False,True,False,False
42.8,41.8,9.9,42,True,False,False,False,False,True,False,False
39.4,36.9,7.5,35,False,False,False,False,False,True,False,False
41.2,39.3,8.65,32,False,False,False,False,False,True,False,False
40.0,38.3,7.7620000000000005,49,False,False,False,False,False,True,False,False
48.0,43.1,12.69,24,False,False,False,False,False,True,False,False
49.2,47.5,14.001999999999999,5,True,False,False,False,False,True,False,False
36.3,34.2,5.2,32,True,False,False,False,False,False,True,False
33.8,31.2,3.9,44,False,False,False,False,False,False,True,False
45.5,44.3,11.636,44,True,False,False,False,False,True,False,False
44.4,44.0,10.394,17,False,False,False,False,False,True,False,False
54.0,47.5,19.5,35,False,False,False,False,False,True,False,False
38.8,38.5,6.5,19,False,False,False,False,False,False,True,False
49.5,45.6,15.5,44,False,False,False,False,False,True,False,False
68.5,61.0,41.2,16,False,False,False,False,False,True,False,False
55.2,52.0,19.0,43,False,False,False,False,False,True,False,False
52.4,49.0,18.73,33,False,False,False,False,False,True,False,False
35.0,33.0,5.17,33,False,False,False,False,False,False,True,False
37.7,38.0,6.7,51,False,False,False,False,False,True,False,False
38.0,40.3,6.5,36,True,False,False,False,False,False,True,False
69.8,63.2,42.2,47,False,False,False,False,False,True,False,False
44.0,43.2,10.722,42,True,False,False,False,False,True,False,False
77.7,69.4,52.46,8,True,False,False,False,False,True,False,False
39.2,37.8,9.5,45,False,False,False,False,False,True,False,False
53.7,47.5,20.5,2,False,False,False,False,False,True,False,False
42.7,41.8,8.43,24,True,False,False,False,False,True,False,False
29.5,26.07,3.29,40,False,False,False,False,False,False,True,False
39.9,40.6,16.66,35,False,False,False,False,False,True,False,False
43.6,41.5,10.558000000000002,21,False,False,False,False,False,False,True,False
30.7,30.4,4.0,49,False,False,False,False,False,False,True,False
42.5,40.6,8.565999999999999,1,False,False,False,False,False,True,False,False
34.3,30.8,5.112,39,True,False,False,False,False,False,True,False
44.2,38.1,9.968,42,True,False,False,False,False,False,True,False
71.8,64.4,39.316,36,False,False,False,False,False,True,False,False
30.63,29.0,3.42,40,True,False,False,False,False,False,True,False
34.4,31.2,4.05,30,True,False,False,False,False,False,True,False
43.0,42.2,9.5,25,True,False,False,False,False,True,False,False
44.5,40.4,9.0,24,True,False,False,False,False,False,True,False
53.3,46.3,18.5,5,False,False,False,False,False,True,False,False
46.6,43.4,12.476,35,True,False,False,False,False,True,False,False
33.0,30.6,4.22,42,True,False,False,False,False,False,True,False
39.6,36.3,5.624,16,False,False,False,False,False,True,False,False
39.3,36.8,8.34,19,False,False,False,False,False,False,True,False
39.2,34.5,6.95,32,True,False,False,False,False,False,True,False
57.4,52.3,2.6,47,False,False,False,False,False,True,False,False
50.9,44.8,14.5,51,True,False,False,False,False,False,True,False
48.8,45.3,14.156,8,False,False,False,False,False,True,False,False
40.1,36.2,7.61,25,False,False,False,False,False,False,True,False
58.0,49.2,17.31,26,False,False,False,False,False,False,True,False
89.6,80.8,87.8,26,True,False,False,False,True,False,False,False
30.1,29.4,3.1,37,False,False,False,False,False,False,True,False
40.5,38.5,10.5,47,False,False,False,False,False,True,False,False
45.57,42.17,11.74,47,False,False,False,False,False,True,False,False
43.87,42.23,9.94,45,False,False,False,False,False,True,False,False
41.3,40.8,7.87,40,True,False,False,False,False,True,False,False
42.1,36.7,9.13,47,True,False,False,False,False,True,False,False
53.4,49.9,19.595999999999997,45,False,False,False,False,False,True,False,False
65.5,57.3,30.4,44,True,False,False,False,False,False,True,False
29.0,27.8,2.99,21,False,False,False,False,False,False,True,False
27.0,25.6,2.39,32,True,False,False,False,False,False,True,False
50.8,46.1,15.008,21,False,False,False,False,False,True,False,False
42.6,41.9,8.718,22,False,False,False,False,False,True,False,False
44.0,41.8,10.606,7,False,False,False,False,False,True,False,False
39.5,38.3,7.5,48,False,False,False,False,False,True,False,False
40.4,38.0,7.9,26,True,False,False,False,False,True,False,False
34.9,34.0,5.6,2,False,False,False,False,False,True,False,False
74.8,68.4,49.612,22,True,False,False,False,False,False,True,False
42.3,40.3,9.96,1,True,False,False,False,False,True,False,False
58.7,53.1,23.8,40,False,False,False,False,False,True,False,False
44.3,42.8,10.64,22,False,False,False,False,False,False,True,False
50.2,46.6,15.5,19,False,False,False,False,False,True,False,False
36.4,35.0,5.9,47,False,False,False,False,False,True,False,False
37.7,34.9,6.05,34,False,False,False,False,False,True,False,False
39.8,38.4,7.33,46,True,False,False,False,False,True,False,False
37.0,36.6,6.52,14,True,False,False,False,False,True,False,False
39.5,35.7,6.5,33,False,False,False,False,False,False,True,False
67.0,61.86,34.88,20,False,False,False,False,False,True,False,False
38.8,36.0,7.152000000000001,39,False,False,False,False,False,True,False,False
49.1,44.4,14.134,43,True,False,False,False,False,True,False,False
44.3,42.3,9.0,26,False,False,False,False,False,True,False,False
40.5,38.1,8.0,22,True,False,False,False,False,True,False,False
43.1,41.4,9.322000000000001,47,False,False,False,False,False,True,False,False
33.5,31.4,5.0,41,False,False,False,False,False,False,True,False
65.6,56.3,29.169999999999998,40,True,False,False,False,False,False,True,False
38.1,38.0,6.58,4,False,False,False,False,False,True,False,False
39.4,36.3,6.52,11,True,False,False,False,False,False,True,False
37.3,32.4,5.5,20,True,False,False,False,False,False,True,False
54.9,51.7,19.292,18,False,False,False,False,False,True,False,False
58.5,53.0,23.28,50,False,False,False,False,False,True,False,False
39.8,37.5,7.38,34,False,False,False,False,False,False,True,False
65.0,57.0,28.44,49,True,False,False,False,False,True,False,False
49.0,42.5,12.46,38,False,False,False,False,False,True,False,False
40.9,37.5,8.02,8,False,False,False,False,False,False,True,False
42.4,40.9,9.5,45,False,False,False,False,False,True,False,False
46.8,45.4,12.702000000000002,10,False,False,False,False,False,True,False,False
38.5,34.0,8.5,8,True,False,False,False,False,False,True,False
40.0,39.2,8.264,25,True,False,False,False,False,True,False,False
53.6,49.5,17.44,22,False,False,False,False,False,True,False,False
51.9,45.5,15.297999999999998,17,False,False,False,False,False,True,False,False
51.77,45.0,11.95,49,False,False,False,False,False,False,True,False
35.8,32.5,6.0,7,False,False,False,False,False,False,True,False
31.1,28.2,3.5,37,True,False,False,False,False,False,True,False
41.43,40.3,7.93,47,False,False,False,False,False,True,False,False
66.1,60.2,33.464,42,False,False,False,False,False,True,False,False
36.8,35.5,6.03,40,True,False,False,False,False,False,True,False
40.2,37.5,7.964,24,False,False,False,False,False,True,False,False
47.7,45.0,12.2,38,False,False,False,False,False,True,False,False
64.1,59.8,34.1,40,True,False,False,False,False,True,False,False
29.3,26.0,2.83,4,False,False,False,False,False,False,True,False
38.8,38.1,7.148000000000001,22,True,False,False,False,False,True,False,False
42.2,38.6,8.6,1,True,False,False,False,False,True,False,False
63.0,58.0,29.88,34,False,False,False,False,False,False,True,False
27.4,25.0,2.4219999999999997,21,True,False,False,False,False,False,True,False
33.77,32.2,4.58,41,False,False,False,False,False,False,True,False
49.9,46.7,13.824000000000002,19,False,False,False,False,False,True,False,False
40.4,39.0,7.74,17,True,False,False,False,False,True,False,False
67.7,62.3,37.62,32,False,False,False,False,False,True,False,False
46.4,43.4,12.376000000000001,19,False,False,False,False,False,True,False,False
46.5,42.5,12.08,5,False,False,False,False,False,True,False,False
42.9,42.3,8.446000000000002,25,False,False,False,False,False,True,False,False
31.4,29.2,3.33,44,True,False,False,False,False,False,True,False
51.0,48.9,15.55,46,False,False,False,False,False,True,False,False
42.6,39.3,9.017999999999999,12,False,False,False,False,False,True,False,False
38.0,38.4,6.108,35,False,False,False,False,False,True,False,False
33.6,32.6,5.28,19,False,False,False,False,False,False,True,False
35.4,33.3,4.85,21,False,False,False,False,False,False,True,False
39.0,36.7,6.45,12,False,False,False,False,False,True,False,False
39.6,37.0,7.542,37,False,False,False,False,False,True,False,False
42.0,40.7,8.506,50,False,False,False,False,False,True,False,False
35.5,34.0,6.5,1,False,False,False,False,False,True,False,False
41.8,40.0,7.8,14,False,False,False,False,False,True,False,False
30.4,28.33,2.46,48,False,False,False,False,False,False,True,False
43.47,41.8,10.41,26,False,False,False,False,False,True,False,False
42.1,39.1,8.19,41,True,False,False,False,False,True,False,False
43.1,43.3,9.937999999999999,26,True,False,False,False,False,True,False,False
55.6,51.5,20.624000000000002,23,False,False,False,False,False,True,False,False
38.33,39.27,6.51,41,False,False,False,False,False,True,False,False
32.9,33.1,4.13,16,True,False,False,False,False,False,True,False
42.2,41.8,9.09,34,False,False,False,False,False,True,False,False
40.0,40.9,7.37,46,False,False,False,False,False,True,False,False
49.5,45.8,14.824000000000002,48,True,False,False,False,False,True,False,False
57.9,53.3,20.6,2,False,False,False,False,False,True,False,False
40.5,38.0,9.28,13,True,False,False,False,False,True,False,False
56.8,50.5,20.27,17,False,False,False,False,False,True,False,False
53.3,48.4,16.72,9,False,False,False,False,False,True,False,False
46.6,43.8,13.5,9,False,False,False,False,False,True,False,False
38.9,36.8,7.5,6,True,False,False,False,False,False,True,False
45.0,42.1,11.026,42,False,False,False,False,False,True,False,False
39.7,38.0,7.16,24,True,False,False,False,False,True,False,False
40.9,41.7,8.33,21,False,False,False,False,False,True,False,False
44.0,43.8,9.873999999999999,11,False,False,False,False,False,True,False,False
40.3,36.2,7.76,18,False,False,False,False,False,True,False,False
40.0,39.7,9.61,50,True,False,False,False,False,True,False,False
50.8,47.9,16.424,46,False,False,False,False,False,True,False,False
30.2,29.4,4.87,36,True,False,False,False,False,False,True,False
36.0,34.4,5.35,39,True,False,False,False,False,True,False,False
41.0,38.6,7.39,32,True,False,False,False,False,True,False,False
33.2,30.8,4.5,33,False,False,False,False,False,False,True,False
51.1,47.7,15.290000000000001,3,False,False,False,False,False,True,False,False
43.7,42.5,12.5,38,False,False,False,False,False,True,False,False
45.7,41.9,11.098000000000003,6,False,False,False,False,False,True,False,False
37.1,35.2,5.5,43,False,False,False,False,False,True,False,False
40.4,39.0,8.5,39,False,False,False,False,False,False,True,False
41.0,37.0,7.6,1,False,False,False,False,False,False,True,False
40.5,38.5,7.4,33,True,False,False,False,False,False,True,False
36.0,31.8,5.0,10,True,False,False,False,False,False,True,False
48.1,44.9,15.5,47,False,False,False,False,False,True,False,False
40.43,40.93,7.99,40,True,False,False,False,False,True,False,False
29.7,26.7,3.06,50,False,False,False,False,False,False,True,False
44.2,40.1,11.18,49,True,False,False,False,False,True,False,False
67.5,62.0,36.2,21,True,False,False,False,False,True,False,False
44.8,43.4,10.58,24,True,False,False,False,False,True,False,False
43.7,41.9,12.0,9,False,False,False,False,False,True,False,False
45.8,41.3,12.54,28,False,False,False,False,False,True,False,False
34.5,31.9,5.75,13,True,False,False,False,False,False,True,False
44.4,41.1,10.809999999999999,13,False,False,False,False,False,True,False,False
42.3,38.6,7.35,0,True,False,False,False,False,False,True,False
54.8,51.6,19.666,14,False,False,False,False,False,False,True,False
45.5,42.0,10.95,1,False,False,False,False,False,True,False,False
39.8,37.7,8.1,19,True,False,False,False,False,False,True,False
46.2,43.0,11.916,9,False,False,False,False,False,True,False,False
42.5,39.0,10.5,7,False,False,False,False,False,False,True,False
46.5,40.3,12.15,0,False,False,False,False,False,True,False,False
40.2,37.2,6.88,41,True,False,False,False,False,False,True,False
43.0,41.2,7.4,37,True,False,False,False,False,True,False,False
40.2,37.6,7.75,41,False,False,False,False,False,True,False,False
34.2,31.2,4.43,39,True,False,False,False,False,False,True,False
47.7,41.4,11.55,47,True,False,False,False,False,True,False,False
50.8,49.0,16.112000000000002,13,False,False,False,False,False,True,False,False
62.4,54.8,27.786,51,False,False,False,False,False,True,False,False
44.1,41.3,10.764,17,False,False,False,False,False,True,False,False
36.13,34.3,5.82,23,False,False,False,False,False,False,True,False
37.6,37.9,7.132,2,False,False,False,False,False,True,False,False
53.0,46.5,18.0,9,False,False,False,False,False,True,False,False
42.6,39.7,9.4,28,True,False,False,False,False,True,False,False
42.6,39.3,9.017999999999999,9,False,False,False,False,False,True,False,False
34.8,32.4,4.64,19,False,False,False,False,False,False,True,False
44.2,44.4,10.581999999999999,15,False,False,False,False,False,True,False,False
5.7,6.1,0.03,20,True,False,False,False,False,False,True,False
33.1,28.4,3.4,47,True,False,False,False,False,False,True,False
46.6,41.4,12.83,34,False,False,False,False,False,False,True,False
33.9,31.7,4.4,8,False,False,False,False,False,False,True,False
40.6,38.6,8.606,44,False,False,False,False,False,True,False,False
20.5,19.5,1.09,20,True,False,False,False,False,False,True,False
49.0,46.0,13.384,49,True,False,False,False,False,True,False,False
44.8,44.1,10.222,49,False,False,False,False,False,True,False,False
58.5,52.9,23.5,4,False,False,False,False,False,True,False,False
41.3,38.6,8.6,7,True,False,False,False,False,True,False,False
48.4,42.3,13.434000000000001,5,False,False,False,False,False,True,False,False
46.4,44.0,11.27,32,True,False,False,False,False,False,True,False
44.3,41.9,10.145999999999999,16,False,False,False,False,False,True,False,False
42.8,41.4,9.5,49,False,False,False,False,False,True,False,False
34.3,32.1,3.99,8,True,False,False,False,False,False,True,False
36.8,33.5,6.0,39,False,False,False,False,False,True,False,False
38.2,36.2,6.5,46,False,False,False,False,False,True,False,False
100.9,97.2,114.7,51,True,False,False,False,False,True,False,False
41.6,39.3,8.4,38,False,False,False,False,False,True,False,False
40.0,36.8,8.5,32,True,False,False,False,False,True,False,False
40.5,39.5,9.43,44,False,False,False,False,False,True,False,False
45.0,39.3,10.4,21,False,False,False,False,False,True,False,False
28.2,26.6,2.05,40,True,False,False,False,False,False,True,False
39.0,37.9,8.162,21,False,False,False,False,False,True,False,False
32.5,30.2,4.03,19,True,False,False,False,False,False,True,False
34.0,30.5,5.0,3,True,False,False,False,False,False,True,False
42.6,39.0,8.5,37,False,False,False,False,False,False,True,False
32.2,29.2,3.6019999999999994,31,False,False,False,False,False,False,True,False
46.7,42.7,13.5,23,False,False,False,False,False,True,False,False
35.7,33.1,5.4239999999999995,41,True,False,False,False,False,False,True,False
37.2,34.3,5.32,24,False,False,False,False,False,False,True,False
37.4,35.1,6.46,4,True,False,False,False,False,False,True,False
42.0,40.2,9.5,44,True,False,False,False,False,True,False,False
43.4,43.3,10.693999999999999,36,False,False,False,False,False,True,False,False
27.66,25.5,2.71,28,True,False,False,False,False,False,True,False
43.8,41.1,11.036,11,False,False,False,False,False,True,False,False
68.5,63.0,42.2,37,False,False,False,False,False,True,False,False
43.5,40.0,9.732000000000001,18,False,False,False,False,False,True,False,False
43.7,43.2,10.0,8,True,False,False,False,False,True,False,False
35.2,32.6,5.17,6,False,False,False,False,False,False,True,False
39.3,38.1,7.55,1,True,False,False,False,False,True,False,False
50.0,46.2,15.07,40,False,False,False,False,False,True,False,False
39.93,37.3,9.0,28,False,False,False,False,False,True,False,False
44.0,40.4,11.0,12,False,False,False,False,False,True,False,False
32.6,29.27,3.62,32,True,False,False,False,False,False,True,False
38.7,36.4,7.03,11,False,False,False,False,False,False,True,False
37.2,34.5,5.48,21,False,False,False,False,False,False,True,False
51.6,47.8,16.75,6,False,False,False,False,False,True,False,False
42.0,39.1,8.8,22,False,False,False,False,False,True,False,False
73.5,66.5,44.4,41,True,False,False,False,False,True,False,False
42.25,39.45,9.0,49,False,False,False,False,False,True,False,False
64.7,60.0,30.5,20,False,False,False,False,False,True,False,False
40.1,35.5,7.01,47,False,False,False,False,False,False,True,False
36.2,33.2,5.41,27,False,False,False,False,False,False,True,False
76.0,66.5,39.44,27,False,False,False,False,False,True,False,False
43.3,41.5,10.72,9,False,False,False,False,False,True,False,False
47.6,44.5,11.21,23,False,False,False,False,False,False,True,False
40.3,38.4,6.92,31,True,False,False,False,False,False,True,False
43.1,41.0,8.46,37,False,False,False,False,False,True,False,False
41.0,40.0,8.0,38,False,False,False,False,False,True,False,False
45.1,41.3,10.41,7,True,False,False,False,False,True,False,False
39.9,37.9,8.054,37,False,False,False,False,False,True,False,False
44.8,44.5,11.0,8,True,False,False,False,False,True,False,False
28.16,25.7,2.55,34,False,False,False,False,False,False,True,False
39.7,36.5,5.7,44,False,False,False,False,False,False,True,False
40.4,41.6,9.62,46,True,False,False,False,False,True,False,False
39.7,39.7,10.5,19,True,False,False,False,False,True,False,False
40.8,39.9,8.0,14,False,False,False,False,False,True,False,False
72.4,60.0,38.35,22,False,False,False,False,False,True,False,False
36.6,33.1,5.2,4,True,False,False,False,False,False,True,False
53.3,50.4,16.55,39,False,False,False,False,False,True,False,False
36.3,34.0,4.9,40,False,False,False,False,False,False,True,False
45.03,40.63,10.73,9,False,False,False,False,False,True,False,False
40.5,38.4,6.74,25,True,False,False,False,False,True,False,False
58.8,53.7,23.98,50,False,False,False,False,False,True,False,False
37.4,34.5,5.6,4,False,False,False,False,False,False,True,False
48.5,45.8,13.86,19,True,False,False,False,False,True,False,False
35.2,31.7,5.32,29,False,False,False,False,False,False,True,False
34.8,34.4,5.5,3,False,False,False,False,False,True,False,False
46.8,45.2,11.454,41,False,False,False,False,False,True,False,False
32.5,30.5,4.5,29,True,False,False,False,False,False,True,False
70.7,64.5,37.06,5,False,False,False,False,False,True,False,False
33.3,30.6,5.0,16,False,False,False,False,False,False,True,False
40.57,38.2,8.0,6,False,False,False,False,False,True,False,False
42.7,40.2,8.54,47,False,False,False,False,False,True,False,False
32.3,28.5,3.5,32,False,False,False,False,False,False,True,False
54.63,51.53,19.1,40,False,False,False,False,False,True,False,False
41.0,40.2,8.678,30,True,False,False,False,False,True,False,False
67.0,64.2,36.684000000000005,9,True,False,False,False,False,True,False,False
24.3,21.5,1.3,15,True,False,False,False,False,False,True,False
34.1,30.8,5.11,4,True,False,False,False,False,False,True,False
42.4,38.9,7.2,10,True,False,False,False,False,False,True,False
53.8,50.6,18.5,3,True,False,False,False,False,True,False,False
39.9,37.0,7.824,51,False,False,False,False,False,True,False,False
44.7,41.5,12.47,38,True,False,False,False,False,True,False,False
43.6,43.6,10.553999999999998,44,False,False,False,False,False,True,False,False
50.3,45.0,15.616,50,False,False,False,False,False,True,False,False
51.9,47.0,16.142000000000003,12,False,False,False,False,False,True,False,False
39.9,37.8,6.5,14,False,False,False,False,False,True,False,False
34.5,33.4,6.5,1,True,False,False,False,False,False,True,False
36.13,33.4,5.45,47,True,False,False,False,False,False,True,False
39.6,37.8,7.5,23,True,False,False,False,False,True,False,False
31.7,28.3,4.5,45,False,False,False,False,False,False,True,False
41.8,40.2,8.378,16,False,False,False,False,False,True,False,False
68.2,61.8,37.5,3,True,False,False,False,False,True,False,False
69.0,61.3,37.416,5,False,False,False,False,False,True,False,False
38.7,38.0,7.5,1,False,False,False,False,False,True,False,False
39.3,38.9,7.4159999999999995,47,False,False,False,False,False,True,False,False
42.1,41.0,8.6,47,True,False,False,False,False,True,False,False
60.6,54.1,28.0,46,False,False,False,False,False,True,False,False
35.9,41.7,10.0,8,True,False,False,False,False,False,True,False
46.8,43.1,12.178,20,False,False,False,False,False,True,False,False
48.8,43.9,13.7,11,True,False,False,False,False,True,False,False
48.8,43.5,13.197999999999999,3,False,False,False,False,False,True,False,False
28.9,26.0,3.5,33,False,False,False,False,False,False,True,False
28.6,26.5,2.67,10,False,False,False,False,False,True,False,False
37.5,34.3,5.5,2,False,False,False,False,False,False,True,False
